,9190000,9190001,9190010,9190020,9190030,9190031,9190040,9190050,9190060,9190061,9190070,9190080,9190090,9190091,9190092,9190093,9190110,9190111,9190120,9190130,9190140,9192010,9192020,9192030,9192031,9192040,9192050,9193050,9193090,9193091,9193092,9193100,9193101,9193102,9193110,9193120,9193121
returnPeriodBankfullQ,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58
meanAnIndFloodDuration,0.009403922,0.00617972,0.005030005,0.005030005,0.009012092,0.008318854,0.006759069,0.006977104,0.008318854,0.006361477,0.005691848,0.008651608,0.012016123,0.009831373,0.014419347,0.010814511,0.009831373,0.009012092,0.004414086,0.004159427,0.007209674,0.007458283,0.008010749,0.008651608,0.008318854,0.009831373,0.004915687,0.009012092,0.009403922,0.007458283,0.009403922,0.009012092,0.008651608,0.007458283,0.006759069,0.005407255,0.005407255
cvAnIndFloodDuration,0.774402952,0.777401197,0.627724375,0.750555197,0.510549281,0.538628047,0.642395257,0.623242602,0.787020163,0.858935544,0.574408732,0.63079816,0.507314752,0.629538935,0.847520786,0.664628339,0.541218106,0.533607513,0.453257657,0.604266136,0.626638491,0.595936216,0.628239819,0.545675829,0.513930286,0.527394815,0.607509071,0.597466489,0.560884296,0.527387581,0.581126594,0.502628191,0.582656729,0.664655982,0.658667441,0.465578588,0.5189913
meanAnIndOverbankFloodDuration,0.184009055,0.280013779,0.344016928,0.344016928,0.192009448,0.208010236,0.256012598,0.248012204,0.208010236,0.272013385,0.30401496,0.200009842,0.144007086,0.176008661,0.120005905,0.160007874,0.176008661,0.192009448,0.39201929,0.416020471,0.24001181,0.232011417,0.216010629,0.200009842,0.208010236,0.176008661,0.352017322,0.192009448,0.184009055,0.232011417,0.184009055,0.192009448,0.200009842,0.232011417,0.256012598,0.320015747,0.320015747
returnPeriodIndBankfullQ,5.199064568,3.466043045,2.835853401,2.835853401,4.991101985,4.621390727,3.781137867,3.899298426,4.621390727,3.565072846,3.199424349,4.799136524,6.567239454,5.425110853,7.798596851,5.941788077,5.425110853,4.991101985,2.495550992,2.354293389,4.025082246,4.159251654,4.456341058,4.799136524,4.621390727,5.425110853,2.772834436,4.991101985,5.199064568,4.159251654,5.199064568,4.991101985,4.799136524,4.159251654,3.781137867,3.043354869,3.043354869
meanAnFloodDuration,0.010230916,0.006422119,0.005372664,0.004692372,0.009416547,0.008323066,0.006595731,0.00702208,0.0066784,0.005179101,0.005807562,0.007817284,0.011998228,0.010038786,0.013141684,0.009001722,0.009924709,0.009271358,0.0042893,0.004569422,0.007148833,0.007476439,0.00843258,0.009060982,0.008650021,0.010230916,0.004839635,0.009308693,0.009534445,0.007634392,0.009012092,0.008995795,0.009103354,0.007681192,0.006897278,0.005517184,0.005655459
cvFloodDuration,0.736075527,0.762699849,0.65813595,0.486102444,0.47703373,0.541182574,0.403245071,0.617416209,0.636330469,0.590213604,0.595237798,0.458985044,0.509492789,0.514546372,0.714374505,0.560403528,0.538637909,0.523379294,0.496531831,0.628920809,0.552782173,0.584152277,0.592180261,0.476501275,0.505851778,0.444598708,0.59301676,0.585520049,0.54261121,0.527484777,0.604896294,0.492092481,0.55899454,0.643090656,0.608457763,0.422919799,0.507872282
meanAnOverbankFloodDuration,0.184009055,0.280013779,0.336016534,0.344016928,0.192009448,0.208010236,0.24001181,0.248012204,0.208010236,0.272013385,0.30401496,0.200009842,0.144007086,0.176008661,0.120005905,0.160007874,0.176008661,0.192009448,0.39201929,0.400019684,0.24001181,0.232011417,0.216010629,0.200009842,0.208010236,0.176008661,0.352017322,0.192009448,0.184009055,0.232011417,0.184009055,0.192009448,0.200009842,0.232011417,0.256012598,0.312015353,0.312015353
meanAnOverbankFloodVolRelBankfull,1737.085026,932.193821,25.94906654,61.79684541,726.2940971,639.6125129,102.5176406,110.8322351,123.8341022,126.7076293,234.4934573,123.3200458,1165.576646,1005.668884,269.7243768,246.4400939,971.3200389,713.0270609,12.14566703,160.9120627,416.7448579,47.60285226,126.0494592,203.0662454,151.0546541,201.4871635,16.66263603,25.87303096,247.50397,53.44526478,247.491667,253.6051525,200.2574091,217.7845903,189.4480586,58.99347049,50.53943379
bankfullQ,9555.565864,3867.980653,34.34389342,207.6170723,2104.746892,1779.08981,427.6814748,213.6879925,839.5152895,741.5334237,641.0285482,522.315942,5920.267156,4899.688731,1465.74244,1297.154691,3631.917406,2141.617656,57.85611645,226.5204127,983.4048525,158.616162,574.8345868,1033.769723,757.4985261,1128.262349,71.18338124,101.6452803,1376.531442,167.9973736,1152.219611,1090.87356,882.3694457,876.2089344,785.6611254,152.941836,134.3837298
meanQ,444.9044921,158.8698758,2.883334865,4.236964865,61.77170586,48.82068369,11.7972793,6.551107827,24.70017064,20.94221448,12.85718267,14.27614008,223.6695362,163.4857099,43.26712516,39.6166446,115.8802277,63.13932873,2.090371294,7.459946286,28.82522925,4.920410254,16.87109239,41.39803579,24.58700733,52.53373648,2.266176028,3.26900466,44.40694195,5.938639737,34.51680984,30.40878207,24.21730388,23.92849259,21.27964303,5.304954076,4.631115274
YearEvent1,8752.407945,3525.699798,28.88481262,178.4916621,1883.419936,1497.539696,367.3509874,179.5150969,723.3572243,629.0820003,534.4757538,458.5367692,5379.76018,4402.08007,1240.701522,1160.646293,3289.076137,1928.274332,49.26752038,190.7579216,830.4156921,141.0844695,519.8416526,946.3194995,672.3294464,1018.086953,63.4258423,86.00968676,1205.356702,150.3364735,1034.008979,979.0437587,771.3234477,768.0168489,680.7006013,140.0082839,123.9881494
YearEvent2,9963.502028,4039.694273,38.92103291,221.7151415,2266.497217,1937.244489,442.8329739,235.2985258,880.1836031,777.1297629,705.5533514,554.7261519,6242.068886,5093.078886,1597.85514,1409.593342,3840.477639,2291.936346,59.98321113,249.6806311,1087.733914,172.0082221,611.0238083,1106.627975,801.2773184,1202.105156,74.69901332,108.7047142,1433.251756,181.2412893,1222.14297,1182.777357,937.282841,928.9377629,826.4626047,158.6322127,141.3421783
YearEvent5,12671.73934,5291.649701,69.34627156,327.5644797,2952.405559,2571.547865,519.8071959,316.7099215,1040.323536,994.3928865,891.7890382,747.2985921,7525.260855,6590.418995,1924.390524,1771.464653,5001.748835,2957.88824,75.73576087,480.1394622,1635.863369,221.8321997,746.5286472,1330.416183,963.0062424,1405.701465,88.21383535,152.8513323,1837.462871,250.6162896,1561.730596,1457.319648,1210.977834,1240.309983,1130.941322,241.7956848,208.5563846
YearEvent10,14833.72425,6684.109658,93.86326382,374.8697451,4431.724865,3691.358959,680.7516136,523.0981768,1208.471864,1110.293133,1249.381978,881.6051172,9139.379948,7675.795934,2179.835236,1942.563223,6167.459863,4247.724686,87.05554747,660.1005702,1975.827222,265.496452,1028.678292,1476.979906,1224.623825,1712.871555,101.8077412,176.7827142,2234.839494,328.1343278,1988.736665,1931.091976,1493.110836,1609.635852,1370.100989,338.4721899,287.9692421
YearEvent15,17187.03281,8098.686975,127.7902347,420.9171686,5357.967695,4327.645252,885.386057,581.0651345,1272.058899,1276.119526,1633.799518,987.1468925,9936.044914,8346.40277,2282.013368,2119.877379,7465.42035,5175.853148,91.97516411,958.2325277,2458.827957,298.6249227,1086.714915,1853.975566,1291.199394,1924.580181,126.6944035,202.0968519,2605.33916,410.7790957,2269.588124,2137.577902,1849.260827,1732.90973,1671.11905,367.7812284,314.5953775
YearEvent20,18565.47935,9346.477487,204.9146618,468.2259716,5688.877334,4751.592973,991.5350222,657.2275606,1456.318609,1383.933046,1830.484636,994.9740611,11617.24946,9465.823616,2662.305927,2327.130953,8320.570452,5513.682261,95.50115728,1145.462831,3093.598946,333.2912777,1103.641623,1909.88161,1472.303579,2007.297425,144.6812833,215.8249096,2724.630237,431.6974611,2473.583714,2448.434169,2035.925033,1877.747199,1781.381038,408.7922412,362.8342563
meanAnDailyQ,441.8199956,157.676349,2.873896356,4.208783358,61.38218577,48.52454082,11.71458763,6.515934039,24.56812524,20.83109502,12.77389876,14.17642459,222.2180255,162.4173657,43.00205248,39.3798285,115.1102823,62.73900002,2.077647266,7.421790515,28.66228272,4.891597116,16.7688272,41.13233838,24.43424712,52.20975769,2.250532648,3.249974627,44.09936466,5.897026071,34.28084563,30.20427721,24.05855211,23.77188082,21.14245863,5.268160873,4.599057465
medQ,18.14084978,0.170137592,1.715095147,0.003321638,7.095034993,6.509500343,0.117065357,1.417187195,0.56648863,0.368682434,0.095791429,0.231553849,17.25872524,12.00002423,1.268505927,1.114917663,9.847915976,7.179680302,0.172121921,2.016859816,5.347318023,0.241364986,0.366602128,1.218867734,0.635006613,4.228860244,0.008083125,0.191652588,1.806744464,0.074782627,1.338111431,1.085719282,0.873293949,0.817135855,0.685644931,0.02061281,0.016604553
specificMeanQ,0.000196686,0.000114339,0.000335777,3.37E-05,7.99E-05,8.93E-05,7.29E-05,0.00017902,5.40E-05,5.26E-05,7.59E-05,3.34E-05,4.91E-05,4.73E-05,3.68E-05,4.26E-05,5.70E-05,7.43E-05,0.000124637,0.000139871,0.000114643,9.26E-05,7.80E-05,5.86E-05,6.47E-05,6.79E-05,5.37E-05,0.000100122,5.13E-05,7.08E-05,5.34E-05,6.17E-05,6.94E-05,6.99E-05,7.62E-05,8.51E-05,8.42E-05
specificMedQ,8.02E-06,1.22E-07,0.00019973,2.64E-08,9.18E-06,1.19E-05,7.23E-07,3.87E-05,1.24E-06,9.25E-07,5.66E-07,5.42E-07,3.79E-06,3.47E-06,1.08E-06,1.20E-06,4.85E-06,8.45E-06,1.03E-05,3.78E-05,2.13E-05,4.54E-06,1.69E-06,1.73E-06,1.67E-06,5.47E-06,1.92E-07,5.87E-06,2.09E-06,8.92E-07,2.07E-06,2.20E-06,2.50E-06,2.39E-06,2.46E-06,3.31E-07,3.02E-07
cvMeanQ,2.750180817,3.07562959,1.837358292,4.81887341,3.840311732,3.965141793,3.896662713,4.165833813,3.273842448,3.402785647,5.334886454,3.833032575,3.022178161,3.268686214,3.380520499,3.349524802,3.498807477,3.819825983,3.030536598,4.058216814,3.849869717,3.701831909,3.723032245,2.999433918,3.428556312,2.645606057,3.770681076,3.293602729,3.295893754,3.367488085,3.561777119,3.786420132,3.760629923,3.816057531,3.805190042,3.665964869,3.675275699
skewnessQ,4.850003226,6.182228562,29.70177431,11.29178612,12.789475,15.14165234,10.92935583,31.68773403,7.325389629,7.691960677,19.70011533,8.528338004,6.889291212,7.731432907,7.360428729,7.114195403,9.569579686,12.59046562,14.39579682,26.14736912,17.87732533,13.78303831,8.147617339,6.106029719,7.364808188,5.398396781,11.21136672,7.940480914,6.837987354,9.056717094,7.47745256,8.079544249,8.376276967,8.624800398,8.673964699,15.04199144,14.60025654
meanQ01,1164.315746,417.6099642,4.936424246,13.49544875,159.0921145,121.6923211,34.71984326,13.71162409,79.32187778,67.55517787,40.18160379,41.25984472,563.5855568,422.6795438,128.4254402,120.7014003,292.9482994,158.7140169,5.941768625,15.28366006,61.27175105,12.02779918,43.36179566,112.5147584,64.98528113,139.6108942,6.512701494,7.476728121,122.9530724,20.50254639,92.42746304,80.87290817,63.61184788,63.8238317,57.48730365,18.72064133,16.3788603
meanQ02,2112.459468,840.5126774,5.967490914,20.67025488,243.9776179,179.6615445,55.72014338,18.62285601,105.9150503,90.03968625,54.01656861,67.47488289,943.256196,696.240051,197.0021376,177.5384027,482.6455123,250.4958243,7.937756431,18.17369068,92.58901482,16.75220853,74.26325041,180.6043963,108.5369287,216.8577345,10.70280002,12.35401273,195.2423179,25.78784787,152.7832599,134.4364412,103.8479285,102.1497213,89.76442225,22.99938134,20.05748525
meanQ03,1540.853745,554.5377276,6.971659697,12.22261598,208.7525305,169.3640627,34.85654675,22.71568301,67.46095781,56.91884924,41.6908698,44.09954874,781.743127,563.9205948,131.1624359,115.4858473,405.7406316,217.2691817,6.242410444,25.82112738,104.6053379,17.9202774,56.6705481,136.4433258,82.24403671,169.1972273,7.312110797,12.22217267,146.2416511,14.9971814,117.7623867,105.3165346,85.16439897,83.53165618,73.5645019,12.93858457,11.29603681
meanQ04,315.4416503,77.30580928,4.507315455,1.603613408,66.82114397,57.72518968,6.615417284,10.16339677,12.08065835,9.940480807,8.928435847,7.592435541,212.4523767,148.9885758,23.09871063,20.59150493,115.208432,69.87500135,1.509901382,11.35482903,41.6061271,6.58083133,14.57646897,32.91521885,20.25846355,45.20082245,1.376141364,4.234374874,36.04793277,2.841052229,29.17088315,25.72211354,21.94388882,21.27560798,18.8044751,2.319033172,2.035773724
meanQ05,45.01192158,4.545903574,3.019761759,0.401441066,14.82050868,13.79535768,1.263039179,3.606083347,2.922455808,2.455572804,0.716374576,1.404096012,38.36329729,27.025295,4.743878941,4.496502965,21.40345787,14.9870612,0.384798578,5.112372449,12.48957656,1.614503625,2.51242612,5.19395945,3.316980562,9.690267905,0.114791684,1.03984003,5.641991558,0.394027976,4.597853015,3.956277476,3.428679605,3.322501205,2.994965196,0.319973526,0.288274924
meanQ06,18.04881076,0.520337051,2.101823234,0.040829411,8.568272664,8.179089643,0.406527777,2.276233614,1.270124505,1.08501648,0.410848298,0.473673983,17.50121195,12.76548618,1.777821269,1.752926394,10.70797911,8.677521889,0.147839012,2.960556935,7.516763428,0.509208341,0.904510316,1.47107332,1.106630035,4.184660941,0.035162094,0.381344247,1.712732902,0.158592648,1.435391416,1.320221327,1.158634246,1.137402206,1.048381108,0.14421073,0.129116903
meanQ07,9.376377529,0.115172407,1.442282616,0.01344674,5.427293543,5.276917902,0.109480691,1.472189956,0.571042614,0.488593643,0.181038837,0.142492068,9.256971956,7.073630399,0.757167553,0.727015789,6.17879659,5.473853373,0.058881944,1.99270767,4.985092299,0.150123348,0.221578378,0.333742799,0.264242293,1.95130939,0.011878179,0.114424008,0.575512254,0.057911293,0.478446491,0.448114149,0.393957266,0.383763035,0.353331789,0.054709499,0.048326229
meanQ08,6.504787082,0.04952958,1.022346894,0.020660701,3.958378978,3.872085235,0.058130283,0.982530961,0.366189255,0.321650961,0.190361218,0.077508706,6.441295406,4.86755325,0.425564415,0.433785481,4.422463534,3.973222172,0.036211643,1.54833728,3.614848085,0.147007305,0.292608521,0.461169034,0.341266711,1.528358904,0.01075288,0.072011024,0.397889663,0.057676918,0.339379853,0.335709342,0.298785475,0.300205838,0.282593696,0.057046525,0.051919469
meanQ09,4.635378548,0.045156423,0.737373271,0.012202294,2.848534722,2.742297234,0.050238091,0.667055868,0.284851372,0.237425722,0.146557753,0.078040027,4.580107945,3.643816609,0.378461522,0.368730485,3.24127767,2.866082842,0.030812605,1.098081043,2.529685539,0.070072713,0.149043895,0.2465478,0.190212547,0.932176084,0.014229801,0.033145315,0.325381895,0.059918554,0.257036797,0.245879479,0.202964946,0.198192014,0.178160272,0.05840385,0.051631875
meanQ10,7.238065422,0.179997604,0.683719012,0.033921416,3.112417673,2.894011253,0.17660797,0.597131094,0.863747167,0.728687918,0.502777356,0.259653897,6.90701417,5.169810125,1.11951663,1.110709402,4.108634872,3.100832463,0.104261335,0.965038159,2.275985662,0.182995274,0.496582857,0.850905092,0.589605553,1.842052397,0.042846126,0.061708534,0.931258484,0.197228746,0.728773815,0.707626157,0.591030477,0.593371435,0.542598283,0.194212998,0.171590443
meanQ11,33.56237346,2.880794284,1.083236975,0.694488941,8.139699184,6.643344163,2.032447544,1.118596011,6.920264174,5.885914905,2.125888223,2.324528432,29.82102589,21.89306598,8.651833194,8.969103221,14.23684594,7.960166486,0.662315232,1.40974278,3.897265439,0.865186508,2.899081621,6.213362075,3.872624285,9.865113903,0.252703694,0.408118863,6.076229896,1.471155202,4.145054031,3.665672177,3.174779396,3.249719914,3.097811765,1.386935137,1.199143456
meanQ12,184.4546777,50.92920513,2.301057858,2.626885609,26.77999489,21.78030466,8.240949371,3.368264029,23.13154737,19.65238816,7.574961413,9.358996888,113.8596643,79.94013098,30.86082313,31.41347518,52.04768562,25.696128,2.354213333,4.333191293,12.27088284,2.902110183,9.63576518,27.89776451,14.45980578,39.33718959,1.320852757,1.380355726,25.86120842,5.88563355,17.28083914,14.21450334,11.60983405,11.88682669,11.33485669,5.483264175,4.751287967
cvQ01,1.51996328,1.659810534,1.433481212,2.64518775,2.270826464,2.372783131,2.233029377,2.869900376,1.887781554,1.951774116,2.581537836,2.193089752,1.726819626,1.879941519,1.994977783,1.939410569,1.990747682,2.258454624,1.571554028,3.098257328,2.584725655,2.174706999,2.052816782,1.588411823,1.837507682,1.408302262,1.852561103,1.985049504,1.844097201,1.772879937,2.031898915,2.167534764,2.113502947,2.131293341,2.129995759,1.917526243,1.928231691
cvQ02,1.055561364,1.197750508,0.804077787,2.034275851,1.597351568,1.678994008,1.59577282,1.789807237,1.37572113,1.441197597,2.145810522,1.554114398,1.235486878,1.338592275,1.385528737,1.380907575,1.437121718,1.57806509,1.351517737,1.72173914,1.687413929,1.606876831,1.58872039,1.23967072,1.4458376,1.120560112,1.45378741,1.509714538,1.371878156,1.348338409,1.503341034,1.614929431,1.616085333,1.647359083,1.654612925,1.430769674,1.436950029
cvQ03,1.175484391,1.249347495,1.521977438,2.915978332,1.963675947,2.026805548,2.317871802,2.339247356,1.853147608,1.971785883,3.006046503,2.243141734,1.468844877,1.637208215,1.847606086,1.884477156,1.758313665,1.933170246,1.549455996,2.66566749,1.980644472,1.998569803,2.020688839,1.489488964,1.810057625,1.308011831,2.100046541,1.740437669,1.737158535,1.825294708,1.887584877,2.019604632,2.029886418,2.073223917,2.0767435,2.035875076,2.056419126
cvQ04,3.025786411,2.863452925,2.023240766,4.951096933,5.63115602,5.701362162,3.301573577,5.083036219,2.476957377,2.647431367,12.35121304,3.261373939,3.741964141,4.306531873,2.594725567,2.564101552,4.926831496,5.53556751,5.289155502,3.866670695,4.792943185,4.002385368,4.796762353,3.747895822,4.440695767,2.93129021,7.096504341,2.573621106,3.588487036,7.128694303,3.76178726,4.112549576,4.040253422,4.202400521,4.135729318,10.11802612,9.878493759
cvQ05,2.23498482,8.27711905,0.598536206,11.05215582,1.458321248,1.425557869,4.358934216,1.669285709,5.838704487,6.111016589,3.924905824,4.367747648,1.712309941,1.777143683,4.88423154,5.087930337,1.418645097,1.43825215,1.501477747,2.177113418,1.454907105,4.26350504,6.311543749,3.502555997,5.107698387,1.988161492,6.247895248,1.610043862,2.041905092,3.472315,2.060402674,2.118661548,2.203096525,2.211460738,2.234293499,4.620068007,4.617757861
cvQ06,1.447681263,4.584768347,0.538825284,5.449002198,0.912981803,0.922951094,4.615382998,1.067056628,4.75553068,5.059511929,5.863973471,4.024997723,1.453596464,1.30621875,3.812716378,4.008952168,1.039253118,0.91684696,2.757860769,1.04880509,0.874372581,3.711587224,5.123121198,4.416369434,4.88608754,2.092958628,5.744425375,2.223538984,2.063902626,4.849675709,2.138336743,2.311612791,2.491358425,2.610364239,2.874641366,6.790584046,6.743066208
cvQ07,1.038660049,5.524367788,0.518937315,7.53727978,0.664022899,0.663404628,4.903170691,0.842065532,7.235632439,7.410212133,7.525075978,4.686666012,1.022126085,1.098178913,5.564145643,5.946320742,0.799243774,0.654760918,4.274291763,0.558906656,0.591071539,3.497316051,4.165657003,3.145246952,3.681093706,1.114815799,6.988080756,1.782268347,2.995810758,7.891338031,2.825040384,3.016181998,3.151132841,3.331618447,3.579362682,10.53657653,10.51278096
cvQ08,2.004304192,9.885039869,0.642314453,14.73406161,1.072224939,1.100931322,8.694874875,0.948001074,10.49306497,10.95575447,9.249421936,7.507973971,1.989281964,1.615898883,8.842432643,9.124121003,1.342043325,1.049917048,8.125909344,1.272650307,0.971912806,10.73315949,12.93845296,12.49999946,12.42233359,4.696210966,11.86528486,5.604277702,5.489635303,8.552162488,5.801530087,6.041051228,6.636891794,6.86937214,7.471710224,10.64705096,10.55638043
cvQ09,1.37077222,10.97765319,0.575228586,7.523509402,0.785683645,0.734936189,8.994935041,0.766914992,7.510644257,7.978056451,7.522387729,6.611061667,1.319356175,1.309880212,5.877992744,6.392162631,1.030768947,0.758152223,9.808416516,0.585561524,0.564921659,7.066001413,10.1588341,8.520178666,9.622957395,2.998783552,9.368734022,4.849973353,4.405327171,8.108269695,4.565640273,4.88777614,5.375515317,5.720860337,6.519759854,11.06716286,10.98571638
cvQ10,2.161436886,7.190490419,1.042776065,4.720707454,1.408962603,1.479854035,4.805455415,2.518216361,5.49795483,5.781487551,5.33677038,3.644746782,2.123984059,1.920033901,4.363607967,4.525639365,1.612717279,1.374359401,4.518693766,1.056428139,1.351801595,5.030774995,5.342562763,4.699111622,4.647298587,3.344067388,5.002402125,5.460454124,2.942846976,3.661785751,3.251342788,3.407365912,3.839427111,3.996488276,4.531540813,4.748329557,4.736839275
cvQ11,3.191607117,10.63486656,1.253361408,7.00967501,3.161189412,3.098164376,5.779189878,3.878529364,3.760559158,3.912319302,4.735789452,5.005011215,2.908223759,3.236617488,3.833733008,3.837728361,3.160699274,3.13510447,3.54792681,2.199696986,2.691585131,3.742121988,3.740684528,3.996787792,3.842544784,3.066962366,5.578103202,2.82938089,3.631658835,4.00111284,3.733015533,3.749111872,3.960484655,4.046379886,4.354497165,4.091015188,4.106146541
cvQ12,2.41778221,4.094790679,1.197164219,4.410385487,2.476515003,2.476037501,3.447209217,2.912688473,2.426292762,2.540760518,3.346061839,3.352354941,1.925771415,2.214171813,2.535275599,2.562216538,2.277189079,2.420153299,2.355899106,3.098583039,2.667580025,2.58546963,2.449826346,2.361579078,2.460546221,1.900590034,3.411559038,3.011944172,2.538256158,2.557040165,2.937404368,3.256388656,3.277245574,3.33890258,3.44884406,2.665291298,2.691309563
